Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Med,Mil_Med
Eastern Europe,Transitional Chaos,GDP_High,Mil_High
Central Asia,Transitional Chaos,GDP_Med,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Central Asia,Transitional Chaos,GDP_Med,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Med,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Med,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Med,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Low,Mil_Low
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Med,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_High
Baltics,Transitional Chaos,GDP_High,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Caucasus,Transitional Chaos,GDP_Low,Mil_Med
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Med,Mil_Low
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Central Asia,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Transitional Chaos,GDP_Low,Mil_Med
Baltics,Transitional Chaos,GDP_High,Mil_Med
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Baltics,Transitional Chaos,GDP_Med,Mil_Low
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Caucasus,Transitional Chaos,GDP_Low,Mil_High
Eastern Europe,Transitional Chaos,GDP_Med,Mil_Med
Caucasus,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Low,Mil_Low
Eastern Europe,Transitional Chaos,GDP_Med,Mil_High
Eastern Europe,Transitional Chaos,GDP_Low,Mil_High
Central Asia,Recovery,GDP_Med,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Low,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_Med,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Low,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_Med,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Low,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_Med,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Low,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Low,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_Med
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Med
Central Asia,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Low,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_High
Central Asia,Recovery,GDP_High,Mil_Med
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Central Asia,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Low
Baltics,Recovery,GDP_High,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Low
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Central Asia,Recovery,GDP_Med,Mil_High
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Low
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Med,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Baltics,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_Med,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,GDP_High,Mil_Low
Central Asia,Recovery,GDP_Low,Mil_Med
Baltics,Recovery,GDP_High,Mil_High
Baltics,Recovery,GDP_High,Mil_High
Baltics,Recovery,GDP_High,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Caucasus,Recovery,GDP_Med,Mil_High
Eastern Europe,Recovery,GDP_High,Mil_Med
Caucasus,Recovery,GDP_High,Mil_Med
Eastern Europe,Recovery,GDP_Med,Mil_Low
Eastern Europe,Recovery,GDP_High,Mil_High
Eastern Europe,Recovery,GDP_Low,Mil_High
Central Asia,Recovery,nan,Mil_Low
Central Asia,Recovery,nan,Mil_Med
Baltics,Recovery,nan,Mil_High
Baltics,Recovery,nan,Mil_High
Baltics,Recovery,nan,Mil_High
Caucasus,Recovery,nan,Mil_High
Caucasus,Recovery,nan,Mil_High
Eastern Europe,Recovery,nan,Mil_Med
Caucasus,Recovery,nan,Mil_Med
Eastern Europe,Recovery,nan,Mil_Low
Eastern Europe,Recovery,nan,Mil_High
Eastern Europe,Recovery,nan,Mil_High
